memcpy_dev_v32_movsb_v19,rand SPEC2017   ,1       ,16     ,256    ,32768    ,20000  ,32768       ,2.101E+05 ,2.081E+05 ,2.097E+05 ,1.95E+05  ,5.140E+05 ,1.434E+04
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v20,rand SPEC2017   ,1       ,33     ,257    ,8192     ,80000  ,8192        ,4.449E+04 ,4.464E+04 ,4.446E+04 ,4.27E+04  ,7.790E+04 ,1.858E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v20,rand SPEC2017   ,1       ,0      ,31     ,16384    ,40000  ,16384       ,1.490E+05 ,1.480E+05 ,1.489E+05 ,1.39E+05  ,2.382E+05 ,5.868E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v20,rand SPEC2017   ,1       ,0      ,32     ,32768    ,20000  ,32768       ,3.351E+05 ,3.351E+05 ,3.350E+05 ,3.21E+05  ,4.302E+05 ,6.478E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v20,rand SPEC2017   ,1       ,0      ,64     ,32768    ,20000  ,32768       ,3.332E+05 ,3.333E+05 ,3.332E+05 ,3.19E+05  ,3.827E+05 ,5.582E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v20,rand SPEC2017   ,1       ,0      ,65     ,32768    ,20000  ,32768       ,3.338E+05 ,3.342E+05 ,3.337E+05 ,3.21E+05  ,4.684E+05 ,6.884E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v20,rand SPEC2017   ,1       ,0      ,128    ,32768    ,20000  ,32768       ,3.434E+05 ,3.431E+05 ,3.433E+05 ,3.28E+05  ,4.438E+05 ,5.455E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v20,rand SPEC2017   ,1       ,0      ,256    ,32768    ,20000  ,32768       ,3.729E+05 ,3.716E+05 ,3.728E+05 ,3.58E+05  ,4.888E+05 ,5.350E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v20,rand SPEC2017   ,1       ,32     ,-1     ,32768    ,20000  ,32768       ,3.957E+05 ,3.941E+05 ,3.956E+05 ,3.76E+05  ,5.074E+05 ,7.099E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v20,rand SPEC2017   ,1       ,33     ,-1     ,8192     ,80000  ,8192        ,1.194E+05 ,1.183E+05 ,1.194E+05 ,1.16E+05  ,1.758E+05 ,3.550E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v20,rand SPEC2017   ,1       ,64     ,-1     ,8192     ,80000  ,8192        ,1.220E+05 ,1.224E+05 ,1.220E+05 ,1.17E+05  ,1.592E+05 ,3.710E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v20,rand SPEC2017   ,1       ,65     ,-1     ,8192     ,80000  ,8192        ,1.249E+05 ,1.236E+05 ,1.248E+05 ,1.21E+05  ,1.685E+05 ,3.608E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v20,rand SPEC2017   ,1       ,129    ,-1     ,8192     ,80000  ,8192        ,1.294E+05 ,1.281E+05 ,1.293E+05 ,1.25E+05  ,2.436E+05 ,4.301E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v20,rand SPEC2017   ,1       ,257    ,-1     ,4096     ,160000 ,4096        ,6.623E+04 ,6.593E+04 ,6.616E+04 ,6.29E+04  ,1.373E+05 ,3.286E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v20,rand SPEC2017   ,1       ,0      ,-1     ,65536    ,10000  ,65536       ,9.867E+05 ,9.913E+05 ,9.866E+05 ,9.57E+05  ,1.092E+06 ,1.445E+04
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v20,rand SPEC2017   ,2       ,0      ,-1     ,65536    ,10000  ,65536       ,8.702E+05 ,8.723E+05 ,8.701E+05 ,8.40E+05  ,9.659E+05 ,1.389E+04
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v20,rand SPEC2017   ,4       ,0      ,-1     ,65536    ,10000  ,65536       ,1.112E+06 ,1.116E+06 ,1.112E+06 ,1.08E+06  ,1.194E+06 ,1.847E+04
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v20,rand SPEC2017   ,8       ,0      ,-1     ,65536    ,10000  ,65536       ,1.393E+06 ,1.402E+06 ,1.393E+06 ,1.35E+06  ,1.866E+06 ,2.477E+04
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v20,rand SPEC2017   ,16      ,0      ,-1     ,65536    ,10000  ,65536       ,2.413E+06 ,2.397E+06 ,2.412E+06 ,2.37E+06  ,3.655E+06 ,4.510E+04
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v20,rand SPEC2017   ,32      ,0      ,-1     ,65536    ,10000  ,65536       ,4.464E+06 ,4.464E+06 ,4.464E+06 ,4.32E+06  ,5.950E+06 ,3.655E+04
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v20,rand SPEC2017   ,64      ,0      ,-1     ,65536    ,10000  ,65536       ,9.303E+06 ,9.302E+06 ,9.303E+06 ,9.05E+06  ,1.544E+07 ,1.052E+05
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v20,rand SPEC2017   ,128     ,0      ,-1     ,65536    ,10000  ,65536       ,1.907E+07 ,1.906E+07 ,1.906E+07 ,1.87E+07  ,2.417E+07 ,1.649E+05
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v20,rand SPEC2017   ,256     ,0      ,-1     ,65536    ,10000  ,65536       ,4.144E+07 ,4.138E+07 ,4.144E+07 ,4.08E+07  ,5.019E+07 ,7.151E+05
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v21,rand SPEC2017   ,1       ,16     ,256    ,32768    ,20000  ,32768       ,2.652E+05 ,2.651E+05 ,2.651E+05 ,2.52E+05  ,3.572E+05 ,6.149E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v21,rand SPEC2017   ,1       ,32     ,256    ,16384    ,40000  ,16384       ,9.417E+04 ,9.324E+04 ,9.410E+04 ,9.00E+04  ,1.476E+05 ,3.956E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v21,rand SPEC2017   ,1       ,33     ,256    ,8192     ,80000  ,8192        ,4.665E+04 ,4.653E+04 ,4.664E+04 ,4.45E+04  ,8.213E+04 ,1.210E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v21,rand SPEC2017   ,1       ,16     ,257    ,32768    ,20000  ,32768       ,2.649E+05 ,2.639E+05 ,2.648E+05 ,2.52E+05  ,3.057E+05 ,5.725E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v21,rand SPEC2017   ,1       ,32     ,257    ,16384    ,40000  ,16384       ,9.403E+04 ,9.302E+04 ,9.397E+04 ,9.02E+04  ,1.463E+05 ,3.478E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v21,rand SPEC2017   ,1       ,33     ,257    ,8192     ,80000  ,8192        ,4.672E+04 ,4.661E+04 ,4.671E+04 ,4.45E+04  ,8.344E+04 ,1.180E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v21,rand SPEC2017   ,1       ,0      ,31     ,16384    ,40000  ,16384       ,1.484E+05 ,1.479E+05 ,1.484E+05 ,1.37E+05  ,2.065E+05 ,5.042E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v21,rand SPEC2017   ,1       ,0      ,32     ,32768    ,20000  ,32768       ,3.350E+05 ,3.347E+05 ,3.350E+05 ,3.20E+05  ,4.429E+05 ,6.764E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v21,rand SPEC2017   ,1       ,0      ,64     ,32768    ,20000  ,32768       ,3.335E+05 ,3.337E+05 ,3.334E+05 ,3.19E+05  ,4.326E+05 ,6.264E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v21,rand SPEC2017   ,1       ,0      ,65     ,32768    ,20000  ,32768       ,3.339E+05 ,3.342E+05 ,3.338E+05 ,3.19E+05  ,3.842E+05 ,6.610E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v21,rand SPEC2017   ,1       ,0      ,128    ,32768    ,20000  ,32768       ,3.424E+05 ,3.417E+05 ,3.423E+05 ,3.25E+05  ,4.781E+05 ,7.508E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v21,rand SPEC2017   ,1       ,0      ,256    ,32768    ,20000  ,32768       ,3.736E+05 ,3.720E+05 ,3.735E+05 ,3.61E+05  ,4.701E+05 ,6.709E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v21,rand SPEC2017   ,1       ,32     ,-1     ,32768    ,20000  ,32768       ,3.937E+05 ,3.920E+05 ,3.936E+05 ,3.75E+05  ,5.690E+05 ,7.951E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v21,rand SPEC2017   ,1       ,33     ,-1     ,8192     ,80000  ,8192        ,1.122E+05 ,1.120E+05 ,1.121E+05 ,1.07E+05  ,1.951E+05 ,4.163E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v21,rand SPEC2017   ,1       ,64     ,-1     ,8192     ,80000  ,8192        ,1.130E+05 ,1.125E+05 ,1.129E+05 ,1.06E+05  ,2.081E+05 ,4.115E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v21,rand SPEC2017   ,1       ,65     ,-1     ,8192     ,80000  ,8192        ,1.143E+05 ,1.137E+05 ,1.142E+05 ,1.09E+05  ,2.126E+05 ,4.676E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v21,rand SPEC2017   ,1       ,129    ,-1     ,8192     ,80000  ,8192        ,1.220E+05 ,1.221E+05 ,1.220E+05 ,1.17E+05  ,2.282E+05 ,4.481E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v21,rand SPEC2017   ,1       ,257    ,-1     ,4096     ,160000 ,4096        ,6.441E+04 ,6.456E+04 ,6.437E+04 ,6.18E+04  ,1.127E+05 ,2.560E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v21,rand SPEC2017   ,1       ,0      ,-1     ,65536    ,10000  ,65536       ,9.843E+05 ,9.876E+05 ,9.842E+05 ,9.51E+05  ,1.240E+06 ,1.467E+04
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v21,rand SPEC2017   ,2       ,0      ,-1     ,65536    ,10000  ,65536       ,8.745E+05 ,8.776E+05 ,8.743E+05 ,8.43E+05  ,1.298E+06 ,1.821E+04
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v21,rand SPEC2017   ,4       ,0      ,-1     ,65536    ,10000  ,65536       ,1.109E+06 ,1.102E+06 ,1.109E+06 ,1.08E+06  ,1.647E+06 ,2.327E+04
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v21,rand SPEC2017   ,8       ,0      ,-1     ,65536    ,10000  ,65536       ,1.406E+06 ,1.413E+06 ,1.406E+06 ,1.36E+06  ,1.490E+06 ,2.108E+04
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v21,rand SPEC2017   ,16      ,0      ,-1     ,65536    ,10000  ,65536       ,2.408E+06 ,2.393E+06 ,2.408E+06 ,2.37E+06  ,3.441E+06 ,4.034E+04
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v21,rand SPEC2017   ,32      ,0      ,-1     ,65536    ,10000  ,65536       ,4.460E+06 ,4.462E+06 ,4.460E+06 ,4.32E+06  ,5.322E+06 ,2.748E+04
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v21,rand SPEC2017   ,64      ,0      ,-1     ,65536    ,10000  ,65536       ,9.322E+06 ,9.323E+06 ,9.322E+06 ,9.07E+06  ,1.238E+07 ,9.605E+04
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v21,rand SPEC2017   ,128     ,0      ,-1     ,65536    ,10000  ,65536       ,1.912E+07 ,1.912E+07 ,1.912E+07 ,1.88E+07  ,2.274E+07 ,1.347E+05
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v21,rand SPEC2017   ,256     ,0      ,-1     ,65536    ,10000  ,65536       ,4.100E+07 ,4.100E+07 ,4.100E+07 ,4.03E+07  ,4.750E+07 ,2.232E+05
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v22,rand SPEC2017   ,1       ,16     ,256    ,32768    ,20000  ,32768       ,2.498E+05 ,2.492E+05 ,2.497E+05 ,2.39E+05  ,3.041E+05 ,5.468E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v22,rand SPEC2017   ,1       ,32     ,256    ,16384    ,40000  ,16384       ,8.256E+04 ,8.247E+04 ,8.253E+04 ,7.82E+04  ,1.144E+05 ,2.323E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v22,rand SPEC2017   ,1       ,33     ,256    ,8192     ,80000  ,8192        ,4.518E+04 ,4.518E+04 ,4.517E+04 ,4.32E+04  ,8.159E+04 ,1.351E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v22,rand SPEC2017   ,1       ,16     ,257    ,32768    ,20000  ,32768       ,2.481E+05 ,2.476E+05 ,2.481E+05 ,2.39E+05  ,2.909E+05 ,5.648E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v22,rand SPEC2017   ,1       ,32     ,257    ,16384    ,40000  ,16384       ,8.201E+04 ,8.204E+04 ,8.196E+04 ,7.76E+04  ,1.492E+05 ,3.122E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v22,rand SPEC2017   ,1       ,33     ,257    ,8192     ,80000  ,8192        ,4.573E+04 ,4.584E+04 ,4.570E+04 ,4.39E+04  ,9.622E+04 ,1.910E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v22,rand SPEC2017   ,1       ,0      ,31     ,16384    ,40000  ,16384       ,1.460E+05 ,1.448E+05 ,1.459E+05 ,1.38E+05  ,2.770E+05 ,4.926E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v22,rand SPEC2017   ,1       ,0      ,32     ,32768    ,20000  ,32768       ,3.358E+05 ,3.362E+05 ,3.357E+05 ,3.22E+05  ,4.605E+05 ,8.201E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v22,rand SPEC2017   ,1       ,0      ,64     ,32768    ,20000  ,32768       ,3.339E+05 ,3.344E+05 ,3.338E+05 ,3.20E+05  ,4.019E+05 ,7.333E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v22,rand SPEC2017   ,1       ,0      ,65     ,32768    ,20000  ,32768       ,3.329E+05 ,3.337E+05 ,3.328E+05 ,3.20E+05  ,4.030E+05 ,7.083E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v22,rand SPEC2017   ,1       ,0      ,128    ,32768    ,20000  ,32768       ,3.413E+05 ,3.413E+05 ,3.413E+05 ,3.27E+05  ,4.211E+05 ,5.683E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v22,rand SPEC2017   ,1       ,0      ,256    ,32768    ,20000  ,32768       ,3.751E+05 ,3.738E+05 ,3.750E+05 ,3.54E+05  ,5.177E+05 ,9.336E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v22,rand SPEC2017   ,1       ,32     ,-1     ,32768    ,20000  ,32768       ,3.929E+05 ,3.922E+05 ,3.929E+05 ,3.73E+05  ,4.482E+05 ,6.630E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v22,rand SPEC2017   ,1       ,33     ,-1     ,8192     ,80000  ,8192        ,1.125E+05 ,1.123E+05 ,1.124E+05 ,1.07E+05  ,1.652E+05 ,3.901E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v22,rand SPEC2017   ,1       ,64     ,-1     ,8192     ,80000  ,8192        ,1.136E+05 ,1.133E+05 ,1.135E+05 ,1.08E+05  ,2.004E+05 ,4.070E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v22,rand SPEC2017   ,1       ,65     ,-1     ,8192     ,80000  ,8192        ,1.162E+05 ,1.161E+05 ,1.162E+05 ,1.10E+05  ,1.785E+05 ,3.980E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v22,rand SPEC2017   ,1       ,129    ,-1     ,8192     ,80000  ,8192        ,1.224E+05 ,1.227E+05 ,1.223E+05 ,1.18E+05  ,1.923E+05 ,4.192E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v22,rand SPEC2017   ,1       ,257    ,-1     ,4096     ,160000 ,4096        ,6.697E+04 ,6.686E+04 ,6.691E+04 ,6.40E+04  ,1.112E+05 ,2.866E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v22,rand SPEC2017   ,1       ,0      ,-1     ,65536    ,10000  ,65536       ,9.849E+05 ,9.892E+05 ,9.848E+05 ,9.53E+05  ,1.263E+06 ,1.669E+04
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v22,rand SPEC2017   ,2       ,0      ,-1     ,65536    ,10000  ,65536       ,8.743E+05 ,8.754E+05 ,8.741E+05 ,8.40E+05  ,1.242E+06 ,1.925E+04
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v22,rand SPEC2017   ,4       ,0      ,-1     ,65536    ,10000  ,65536       ,1.113E+06 ,1.109E+06 ,1.112E+06 ,1.08E+06  ,1.460E+06 ,2.190E+04
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v22,rand SPEC2017   ,8       ,0      ,-1     ,65536    ,10000  ,65536       ,1.393E+06 ,1.402E+06 ,1.393E+06 ,1.35E+06  ,1.815E+06 ,2.319E+04
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v22,rand SPEC2017   ,16      ,0      ,-1     ,65536    ,10000  ,65536       ,2.405E+06 ,2.392E+06 ,2.405E+06 ,2.32E+06  ,3.433E+06 ,4.527E+04
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v22,rand SPEC2017   ,32      ,0      ,-1     ,65536    ,10000  ,65536       ,4.453E+06 ,4.456E+06 ,4.453E+06 ,4.32E+06  ,6.426E+06 ,5.663E+04
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v22,rand SPEC2017   ,64      ,0      ,-1     ,65536    ,10000  ,65536       ,9.257E+06 ,9.260E+06 ,9.257E+06 ,9.01E+06  ,1.066E+07 ,6.074E+04
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v22,rand SPEC2017   ,128     ,0      ,-1     ,65536    ,10000  ,65536       ,1.902E+07 ,1.902E+07 ,1.902E+07 ,1.86E+07  ,2.454E+07 ,1.319E+05
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_dev_v32_movsb_v22,rand SPEC2017   ,256     ,0      ,-1     ,65536    ,10000  ,65536       ,4.049E+07 ,4.048E+07 ,4.049E+07 ,3.98E+07  ,4.757E+07 ,2.954E+05
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_glibc_v32_movsb  ,rand SPEC2017   ,1       ,16     ,256    ,32768    ,20000  ,32768       ,2.599E+05 ,2.594E+05 ,2.598E+05 ,2.48E+05  ,4.152E+05 ,9.813E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_glibc_v32_movsb  ,rand SPEC2017   ,1       ,32     ,256    ,16384    ,40000  ,16384       ,8.536E+04 ,8.541E+04 ,8.533E+04 ,8.09E+04  ,1.271E+05 ,2.301E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_glibc_v32_movsb  ,rand SPEC2017   ,1       ,33     ,256    ,8192     ,80000  ,8192        ,4.425E+04 ,4.383E+04 ,4.422E+04 ,4.32E+04  ,8.228E+04 ,1.818E+03
impl name               ,test name       ,size    ,al dst ,al src ,dst > src,trials ,inner trials,mean      ,median    ,geomean   ,min       ,max       ,stdevmemcpy_glibc_v32_movsb  ,rand SPEC2017   ,1       ,16     ,257    ,32768    ,20000  ,32768       ,2.598E+05 ,2.588E+05 ,2.596E+05 ,2.46E+05  ,4.224E+05 ,1.102E+04
